Charting Week, Chart Position, Song Title, Artist, Previous Position, Peak Position, Weeks on Chart
1959-11-30,69,I Dig Girls,Bobby Rydell,56,46,6
1959-11-30,70,Poison Ivy,The Coasters,43,7,15
1959-11-30,71,Pretend,Carl Mann,57,57,6
1959-11-30,72,I'll Walk The Line,Don Costa And His Orchestra And Chorus,83,72,3
1959-11-30,73,Goodnight My Love (Pleasant Dreams),Ray Peterson,78,73,3
1959-11-30,74,One More Chance,Rod Bernard,79,74,4
1959-11-30,75,Poco-Loco,Gene & Eunice,49,48,13
1959-11-30,76,Tear Drop,Santo & Johnny,-,76,1
1959-11-30,77,The Hunch,Paul Gayten,68,68,6
1959-11-30,78,The Hunch,Bobby Peterson Quintet,71,71,6
1959-11-30,79,Tennessee Waltz,Bobby Comstock,52,52,6
1959-11-30,80,('til) I Kissed You,The Everly Brothers,45,4,16
1959-11-30,81,Marina,Willy Alberti,-,81,1
1959-11-30,82,Gilee,Sonny Spencer,84,82,3
1959-11-30,83,Talk That Talk,Jackie Wilson,87,83,2
1959-11-30,84,"There, I've Said It Again",Sam Cooke,81,81,4
1959-11-30,85,Starry Eyed,Gary Stites,91,77,5
1959-11-30,86,Mighty Good,Ricky Nelson,-,86,1
1959-11-30,87,Marina,Jacky Noguez And His Orchestra,94,87,3
1959-11-30,88,Just To Be With You,The Passions,97,84,8
1959-11-30,89,Happy Anniversary,Jane Morgan,96,83,4
1959-11-30,90,Symphony,Sammy Turner,-,90,1
1959-11-30,91,Fancy Nancy,Skip And Flip,85,71,5
1959-11-30,92,Hey Little Girl,Dee Clark,67,20,15
1959-11-30,93,We Told You Not To Marry,Titus Turner,100,93,2
1959-11-30,94,Mary Lou,Ronnie Hawkins and The Hawks,69,26,16
1959-11-30,95,Shadows,5 Satins,-,95,1
1959-11-30,96,Beyond The Sunset,Pat Boone,-,96,1
1959-11-30,97,The Angels Listened In,The Crests,77,22,16
1959-11-30,98,Smokie - Part 2,Bill Black's Combo,-,98,1
1959-11-30,99,Teach Me Tiger,April Stevens,-,99,1
1959-11-30,100,Happy Anniversary,The Four Lads,82,77,4
1959-12-07,1,Mack The Knife,Bobby Darin,1,1,16
1959-12-07,2,Heartaches By The Number,Guy Mitchell,4,2,10
1959-12-07,3,Mr. Blue,The Fleetwoods,3,1,14
1959-12-07,4,Don't You Know,Della Reese,2,2,12
1959-12-07,5,In The Mood,Ernie Fields & Orch.,5,5,12
1959-12-07,6,We Got Love,Bobby Rydell,8,6,9
1959-12-07,7,So Many Ways,Brook Benton,6,6,8
1959-12-07,8,Be My Guest,Fats Domino,9,8,7
1959-12-07,9,Oh! Carol,Neil Sedaka,13,9,9
1959-12-07,10,Danny Boy,Conway Twitty,14,10,11
1959-12-07,11,Put Your Head On My Shoulder,Paul Anka,7,2,15
1959-12-07,12,Deck Of Cards,Wink Martindale,11,7,13
1959-12-07,13,Misty,Johnny Mathis,12,12,10
1959-12-07,14,(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls,10,9,13
1959-12-07,15,El Paso,Marty Robbins,27,15,5
1959-12-07,16,Scarlet Ribbons (For Her Hair),The Browns,21,16,6
1959-12-07,17,The Big Hurt,Miss Toni Fisher,18,17,4
1959-12-07,18,It's Time To Cry,Paul Anka,40,18,3
1959-12-07,19,Uh! Oh! Part 2,The Nutty Squirrels,25,19,5
1959-12-07,20,Come Into My Heart,Lloyd Price and His Orchestra,30,20,7
1959-12-07,21,Hound Dog Man,Fabian,32,21,4
1959-12-07,22,Always,Sammy Turner,19,19,6
1959-12-07,23,Dance With Me,The Drifters,15,15,9
1959-12-07,24,Why,Frankie Avalon,53,24,3
1959-12-07,25,This Friendly World,Fabian,41,25,3
1959-12-07,26,Lonely Street,Andy Williams,16,5,14
1959-12-07,27,Woo-Hoo,Rock-A-Teens,23,16,10
1959-12-07,28,Reveille Rock,Johnny And The Hurricanes,28,25,6
1959-12-07,29,Primrose Lane,Jerry Wallace With The Jewels,17,8,17
1959-12-07,30,Unforgettable,Dinah Washington,20,17,10
1959-12-07,31,Way Down Yonder In New Orleans,Freddie Cannon,60,31,3
1959-12-07,32,Marina,Rocco Granata and the International Quintet,36,32,5
1959-12-07,33,Just As Much As Ever,Bob Beckham,39,32,17
1959-12-07,34,"(If You Cry) True Love, True Love",The Drifters,33,33,6
1959-12-07,35,The Enchanted Sea,The Islanders,22,15,11
1959-12-07,36,Believe Me,Royal Teens,29,26,7
1959-12-07,37,Sandy,Larry Hall,64,37,3
1959-12-07,38,Among My Souvenirs,Connie Francis,56,38,3
1959-12-07,39,You Got What It Takes,Marv Johnson,34,32,6
1959-12-07,40,I Wanna Be Loved,Ricky Nelson,50,40,2
1959-12-07,41,Teen Beat,Sandy Nelson,26,4,14
1959-12-07,42,First Name Initial,Annette With The Afterbeats,48,42,7
1959-12-07,43,Talk To Me,Frank Sinatra,38,38,8
1959-12-07,44,Pretty Blue Eyes,Steve Lawrence,54,44,3
1959-12-07,45,I'm Movin' On,Ray Charles and his Orchestra,49,45,5
1959-12-07,46,Midnight Stroll,The Revels,35,35,8
1959-12-07,47,Love Potion No. 9,The Clovers,31,23,13
1959-12-07,48,You Were Mine,Fireflies,24,21,14
1959-12-07,49,Joey's Song,Bill Haley And His Comets,47,46,10
1959-12-07,50,Smooth Operator,Sarah Vaughan,57,50,6
1959-12-07,51,Running Bear,Johnny Preston,59,51,8
1959-12-07,52,Tear Drop,Santo & Johnny,76,52,2
1959-12-07,53,If I Give My Heart To You,Kitty Kallen,42,34,10
1959-12-07,54,High School U.S.A.,Tommy Facenda,44,28,8
1959-12-07,55,Battle Hymn Of The Republic,The Mormon Tabernacle Choir,37,13,14
1959-12-07,56,Wont'cha Come Home,Lloyd Price and His Orchestra,52,43,5
1959-12-07,57,Living Doll,Cliff Richard and The Drifters,51,30,11
1959-12-07,58,I've Been Around,Fats Domino,45,33,7
1959-12-07,59,God Bless America,Connie Francis,46,46,4
1959-12-07,60,Marina,Willy Alberti,81,60,2
1959-12-07,61,Mighty Good,Ricky Nelson,86,61,2
1959-12-07,62,The Clouds,The Spacemen,58,41,8
1959-12-07,63,The Best Of Everything,Johnny Mathis,62,62,4
1959-12-07,64,The Enchanted Sea,The Exotic Sounds of Martin Denny,43,28,7
1959-12-07,65,Smokie - Part 2,Bill Black's Combo,98,65,2
1959-12-07,66,(New In) The Ways Of Love,Tommy Edwards,67,66,4
1959-12-07,67,I'll Walk The Line,Don Costa And His Orchestra And Chorus,72,67,4
1959-12-07,68,Honestly And Truly,Tommy Edwards,66,65,6
1959-12-07,69,Goodnight My Love (Pleasant Dreams),Ray Peterson,73,69,4
1959-12-07,70,Torquay,Fireballs,55,39,11
1959-12-07,71,A Year Ago Tonight,The Crests,-,71,1
1959-12-07,72,Talk That Talk,Jackie Wilson,83,72,3
1959-12-07,73,Just To Be With You,The Passions,88,73,9
1959-12-07,74,Poison Ivy,The Coasters,70,7,16
1959-12-07,75,Tiny Tim,LaVern Baker,63,63,6
1959-12-07,76,Say Man,Bo Diddley,61,20,12
1959-12-07,77,What About Us,The Coasters,-,77,1
1959-12-07,78,Just Ask Your Heart,Frankie Avalon,65,7,15
1959-12-07,79,Starry Eyed,Gary Stites,85,77,6
1959-12-07,80,The Hunch,Paul Gayten,77,68,7
1959-12-07,81,Pretend,Carl Mann,71,57,7
1959-12-07,82,Morgen,Ivo Robic and The Song-Masters,68,13,17
1959-12-07,83,The Happy Reindeer,"Dancer, Prancer And Nervous",-,83,1
1959-12-07,84,One More Chance,Rod Bernard,74,74,5
1959-12-07,85,Happy Anniversary,Jane Morgan,89,83,5
1959-12-07,86,"There, I've Said It Again",Sam Cooke,84,81,5
1959-12-07,87,We Told You Not To Marry,Titus Turner,93,87,3
1959-12-07,88,Beyond The Sunset,Pat Boone,96,88,2
1959-12-07,89,Symphony,Sammy Turner,90,89,2
1959-12-07,90,The Hunch,Bobby Peterson Quintet,78,71,7
1959-12-07,91,Gilee,Sonny Spencer,82,82,4
1959-12-07,92,Tennessee Waltz,Bobby Comstock,79,52,7
1959-12-07,93,Lucky Devil,"Carl Dobkins, Jr.",-,93,1
1959-12-07,94,Shadows,5 Satins,95,94,2
1959-12-07,95,Teach Me Tiger,April Stevens,99,95,2
1959-12-07,96,"Shimmy, Shimmy, Ko-Ko-Bop",Little Anthony And The Imperials,-,96,1
1959-12-07,97,Happy Anniversary,The Four Lads,100,77,5
1959-12-07,98,"Go, Jimmy, Go",Jimmy Clanton,-,98,1
1959-12-07,99,How About That,Dee Clark,-,99,1
1959-12-07,100,Uh! Oh! Part 1,The Nutty Squirrels,-,100,1
1959-12-14,1,Heartaches By The Number,Guy Mitchell,2,1,11
1959-12-14,2,Mr. Blue,The Fleetwoods,3,1,15
1959-12-14,3,Mack The Knife,Bobby Darin,1,1,17
1959-12-14,4,In The Mood,Ernie Fields & Orch.,5,4,13
1959-12-14,5,Why,Frankie Avalon,24,5,4
1959-12-14,6,We Got Love,Bobby Rydell,6,6,10
1959-12-14,7,Don't You Know,Della Reese,4,2,13
1959-12-14,8,So Many Ways,Brook Benton,7,6,9
1959-12-14,9,It's Time To Cry,Paul Anka,18,9,4
1959-12-14,10,The Big Hurt,Miss Toni Fisher,17,10,5
1959-12-14,11,El Paso,Marty Robbins,15,11,6
1959-12-14,12,Be My Guest,Fats Domino,8,8,8
1959-12-14,13,Way Down Yonder In New Orleans,Freddie Cannon,31,13,4
1959-12-14,14,Oh! Carol,Neil Sedaka,9,9,10
1959-12-14,15,Uh! Oh! Part 2,The Nutty Squirrels,19,15,6
1959-12-14,16,Hound Dog Man,Fabian,21,16,5
1959-12-14,17,Misty,Johnny Mathis,13,12,11
1959-12-14,18,Scarlet Ribbons (For Her Hair),The Browns,16,16,7
1959-12-14,19,Danny Boy,Conway Twitty,10,10,12
1959-12-14,20,Pretty Blue Eyes,Steve Lawrence,44,20,4
1959-12-14,21,Among My Souvenirs,Connie Francis,38,21,4
1959-12-14,22,Always,Sammy Turner,22,19,7
1959-12-14,23,I Wanna Be Loved,Ricky Nelson,40,23,3
1959-12-14,24,Dance With Me,The Drifters,23,15,10
1959-12-14,25,Come Into My Heart,Lloyd Price and His Orchestra,20,20,8
1959-12-14,26,(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls,14,9,14
1959-12-14,27,This Friendly World,Fabian,25,25,4
1959-12-14,28,Reveille Rock,Johnny And The Hurricanes,28,25,7
1959-12-14,29,Unforgettable,Dinah Washington,30,17,11
1959-12-14,30,Tear Drop,Santo & Johnny,52,30,3
1959-12-14,31,Sandy,Larry Hall,37,31,4
1959-12-14,32,First Name Initial,Annette With The Afterbeats,42,32,8
1959-12-14,33,"(If You Cry) True Love, True Love",The Drifters,34,33,7
1959-12-14,34,Marina,Rocco Granata and the International Quintet,32,32,6
1959-12-14,35,Believe Me,Royal Teens,36,26,8
1959-12-14,36,Put Your Head On My Shoulder,Paul Anka,11,2,16
1959-12-14,37,Just As Much As Ever,Bob Beckham,33,32,18
1959-12-14,38,Deck Of Cards,Wink Martindale,12,7,14
1959-12-14,39,Primrose Lane,Jerry Wallace With The Jewels,29,8,18
1959-12-14,40,I'm Movin' On,Ray Charles and his Orchestra,45,40,6
1959-12-14,41,Running Bear,Johnny Preston,51,41,9
1959-12-14,42,Lonely Street,Andy Williams,26,5,15
1959-12-14,43,You Got What It Takes,Marv Johnson,39,32,7
1959-12-14,44,Smooth Operator,Sarah Vaughan,50,44,7
1959-12-14,45,Woo-Hoo,Rock-A-Teens,27,16,11
1959-12-14,46,Marina,Willy Alberti,60,46,3
1959-12-14,47,High School U.S.A.,Tommy Facenda,54,28,9
1959-12-14,48,Smokie - Part 2,Bill Black's Combo,65,48,3
1959-12-14,49,Talk To Me,Frank Sinatra,43,38,9
1959-12-14,50,You Were Mine,Fireflies,48,21,15
1959-12-14,51,I've Been Around,Fats Domino,58,33,8
1959-12-14,52,Love Potion No. 9,The Clovers,47,23,14
1959-12-14,53,The Enchanted Sea,The Islanders,35,15,12
1959-12-14,54,Uh! Oh! Part 1,The Nutty Squirrels,100,54,2
1959-12-14,55,Mighty Good,Ricky Nelson,61,55,3
1959-12-14,56,Talk That Talk,Jackie Wilson,72,56,4
1959-12-14,57,Midnight Stroll,The Revels,46,35,9
1959-12-14,58,If I Give My Heart To You,Kitty Kallen,53,34,11
1959-12-14,59,I'll Walk The Line,Don Costa And His Orchestra And Chorus,67,59,5
1959-12-14,60,God Bless America,Connie Francis,59,46,5
1959-12-14,61,Living Doll,Cliff Richard and The Drifters,57,30,12
1959-12-14,62,Teen Beat,Sandy Nelson,41,4,15
1959-12-14,63,The Clouds,The Spacemen,62,41,9
1959-12-14,64,Goodnight My Love (Pleasant Dreams),Ray Peterson,69,64,5
1959-12-14,65,A Year Ago Tonight,The Crests,71,65,2
1959-12-14,66,Battle Hymn Of The Republic,The Mormon Tabernacle Choir,55,13,15
1959-12-14,67,What About Us,The Coasters,77,67,2
1959-12-14,68,Torquay,Fireballs,70,39,12
1959-12-14,69,Just To Be With You,The Passions,73,69,10
1959-12-14,70,The Village Of St. Bernadette,Andy Williams,-,70,1
1959-12-14,71,Wont'cha Come Home,Lloyd Price and His Orchestra,56,43,6
1959-12-14,72,Honestly And Truly,Tommy Edwards,68,65,7
1959-12-14,73,Joey's Song,Bill Haley And His Comets,49,46,11
1959-12-14,74,"Go, Jimmy, Go",Jimmy Clanton,98,74,2
1959-12-14,75,The Best Of Everything,Johnny Mathis,63,62,5
1959-12-14,76,The Enchanted Sea,The Exotic Sounds of Martin Denny,64,28,8
1959-12-14,77,(New In) The Ways Of Love,Tommy Edwards,66,66,5
1959-12-14,78,Beyond The Sunset,Pat Boone,88,78,3
1959-12-14,79,Tiny Tim,LaVern Baker,75,63,7
1959-12-14,80,The Happy Reindeer,"Dancer, Prancer And Nervous",83,80,2
1959-12-14,81,Not One Minute More,Della Reese,-,81,1
1959-12-14,82,Symphony,Sammy Turner,89,82,3
1959-12-14,83,We Told You Not To Marry,Titus Turner,87,83,4
1959-12-14,84,One More Chance,Rod Bernard,84,74,6
1959-12-14,85,Lucky Devil,"Carl Dobkins, Jr.",93,85,2
1959-12-14,86,Teach Me Tiger,April Stevens,95,86,3
1959-12-14,87,Shadows,5 Satins,94,87,3
1959-12-14,88,How About That,Dee Clark,99,88,2
1959-12-14,89,The Chipmunk Song (Christmas Don't Be Late),David Seville And The Chipmunks,-,89,1
1959-12-14,90,"Shimmy, Shimmy, Ko-Ko-Bop",Little Anthony And The Imperials,96,90,2
1959-12-14,91,Just Ask Your Heart,Frankie Avalon,78,7,16
1959-12-14,92,Do-Re-Mi,Mitch Miller,-,92,1
1959-12-14,93,Ebb Tide,Bobby Freeman,-,93,1
1959-12-14,94,Happy Anniversary,Jane Morgan,85,83,6
1959-12-14,95,Starry Eyed,Gary Stites,79,77,7
1959-12-14,96,I Don't Know What It Is,The Bluenotes,-,96,1
1959-12-14,97,Candy Apple Red,Bonnie Guitar,-,97,1
1959-12-14,98,CooCoo-U,The Kingston Trio,-,98,1
1959-12-14,99,The Little Drummer Boy,The Harry Simeone Chorale,-,13,10
1959-12-14,100,Just Come Home,Hugo & Luigi,-,100,1
1959-12-21,1,Heartaches By The Number,Guy Mitchell,1,1,12
1959-12-21,2,Why,Frankie Avalon,5,2,5
1959-12-21,3,El Paso,Marty Robbins,11,3,7
1959-12-21,4,The Big Hurt,Miss Toni Fisher,10,4,6
1959-12-21,5,Way Down Yonder In New Orleans,Freddie Cannon,13,5,5
1959-12-21,6,It's Time To Cry,Paul Anka,9,6,5
1959-12-21,7,Mack The Knife,Bobby Darin,3,1,18
1959-12-21,8,We Got Love,Bobby Rydell,6,6,11
1959-12-21,9,Among My Souvenirs,Connie Francis,21,9,5
1959-12-21,10,Hound Dog Man,Fabian,16,10,6
1959-12-21,11,In The Mood,Ernie Fields & Orch.,4,4,14
1959-12-21,12,This Friendly World,Fabian,27,12,5
1959-12-21,13,Don't You Know,Della Reese,7,2,14
1959-12-21,14,Scarlet Ribbons (For Her Hair),The Browns,18,14,8
1959-12-21,15,So Many Ways,Brook Benton,8,6,10
1959-12-21,16,Oh! Carol,Neil Sedaka,14,9,11
1959-12-21,17,Mr. Blue,The Fleetwoods,2,1,16
1959-12-21,18,Uh! Oh! Part 2,The Nutty Squirrels,15,15,7
1959-12-21,19,Pretty Blue Eyes,Steve Lawrence,20,19,5
1959-12-21,20,I Wanna Be Loved,Ricky Nelson,23,20,4
1959-12-21,21,Be My Guest,Fats Domino,12,8,9
1959-12-21,22,Misty,Johnny Mathis,17,12,12
1959-12-21,23,Tear Drop,Santo & Johnny,30,23,4
1959-12-21,24,Running Bear,Johnny Preston,41,24,10
1959-12-21,25,You Got What It Takes,Marv Johnson,43,25,8
1959-12-21,26,Come Into My Heart,Lloyd Price and His Orchestra,25,20,9
1959-12-21,27,Danny Boy,Conway Twitty,19,10,13
1959-12-21,28,Smokie - Part 2,Bill Black's Combo,48,28,4
1959-12-21,29,Sandy,Larry Hall,31,29,5
1959-12-21,30,Reveille Rock,Johnny And The Hurricanes,28,25,8
1959-12-21,31,Marina,Rocco Granata and the International Quintet,34,31,7
1959-12-21,32,First Name Initial,Annette With The Afterbeats,32,32,9
1959-12-21,33,Dance With Me,The Drifters,24,15,11
1959-12-21,34,Always,Sammy Turner,22,19,8
1959-12-21,35,"Go, Jimmy, Go",Jimmy Clanton,74,35,3
1959-12-21,36,God Bless America,Connie Francis,60,36,6
1959-12-21,37,Just As Much As Ever,Bob Beckham,37,32,19
1959-12-21,38,Mighty Good,Ricky Nelson,55,38,4
1959-12-21,39,"(If You Cry) True Love, True Love",The Drifters,33,33,8
1959-12-21,40,Believe Me,Royal Teens,35,26,9
1959-12-21,41,(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls,26,9,15
1959-12-21,42,Unforgettable,Dinah Washington,29,17,12
1959-12-21,43,Put Your Head On My Shoulder,Paul Anka,36,2,17
1959-12-21,44,Talk That Talk,Jackie Wilson,56,44,5
1959-12-21,45,Uh! Oh! Part 1,The Nutty Squirrels,54,45,3
1959-12-21,46,Marina,Willy Alberti,46,46,4
1959-12-21,47,The Little Drummer Boy,The Harry Simeone Chorale,99,13,11
1959-12-21,48,Deck Of Cards,Wink Martindale,38,7,15
1959-12-21,49,High School U.S.A.,Tommy Facenda,47,28,10
1959-12-21,50,Primrose Lane,Jerry Wallace With The Jewels,39,8,19
1959-12-21,51,The Clouds,The Spacemen,63,41,10
1959-12-21,52,Not One Minute More,Della Reese,81,52,2
1959-12-21,53,Love Potion No. 9,The Clovers,52,23,15
1959-12-21,54,Smooth Operator,Sarah Vaughan,44,44,8
1959-12-21,55,I'm Movin' On,Ray Charles and his Orchestra,40,40,7
1959-12-21,56,The Village Of St. Bernadette,Andy Williams,70,56,2
1959-12-21,57,A Year Ago Tonight,The Crests,65,57,3
1959-12-21,58,Talk To Me,Frank Sinatra,49,38,10
1959-12-21,59,Lonely Street,Andy Williams,42,5,16
1959-12-21,60,Wont'cha Come Home,Lloyd Price and His Orchestra,71,43,7
1959-12-21,61,How About That,Dee Clark,88,61,3
1959-12-21,62,You Were Mine,Fireflies,50,21,16
1959-12-21,63,I've Been Around,Fats Domino,51,33,9
1959-12-21,64,Goodnight My Love (Pleasant Dreams),Ray Peterson,64,64,6
1959-12-21,65,What About Us,The Coasters,67,65,3
1959-12-21,66,I'll Walk The Line,Don Costa And His Orchestra And Chorus,59,59,6
1959-12-21,67,Woo-Hoo,Rock-A-Teens,45,16,12
1959-12-21,68,The Chipmunk Song (Christmas Don't Be Late),David Seville And The Chipmunks,89,68,2
1959-12-21,69,Living Doll,Cliff Richard and The Drifters,61,30,13
1959-12-21,70,If I Give My Heart To You,Kitty Kallen,58,34,12
1959-12-21,71,Beyond The Sunset,Pat Boone,78,71,4
1959-12-21,72,Torquay,Fireballs,68,39,13
1959-12-21,73,Just Come Home,Hugo & Luigi,100,73,2
1959-12-21,74,Tiny Tim,LaVern Baker,79,63,8
1959-12-21,75,Do-Re-Mi,Mitch Miller,92,75,2
1959-12-21,76,The Happy Reindeer,"Dancer, Prancer And Nervous",80,76,3
1959-12-21,77,Midnight Stroll,The Revels,57,35,10
1959-12-21,78,(New In) The Ways Of Love,Tommy Edwards,77,66,6
1959-12-21,79,The Enchanted Sea,The Islanders,53,15,13
1959-12-21,80,Honestly And Truly,Tommy Edwards,72,65,8
1959-12-21,81,One More Chance,Rod Bernard,84,74,7
1959-12-21,82,Climb Ev'ry Mountain,Tony Bennett,-,82,1
1959-12-21,83,We Told You Not To Marry,Titus Turner,83,83,5
1959-12-21,84,Lucky Devil,"Carl Dobkins, Jr.",85,84,3
1959-12-21,85,Baciare Baciare (Kissing Kissing),Dorothy Collins,-,85,1
1959-12-21,86,Happy Anniversary,Jane Morgan,94,83,7
1959-12-21,87,Battle Hymn Of The Republic,The Mormon Tabernacle Choir,66,13,16
1959-12-21,88,Run Red Run,The Coasters,-,88,1
1959-12-21,89,I Don't Know What It Is,The Bluenotes,96,89,2
1959-12-21,90,"Shimmy, Shimmy, Ko-Ko-Bop",Little Anthony And The Imperials,90,90,3
1959-12-21,91,The Little Drummer Boy,Johnny Cash,-,91,1
1959-12-21,92,Teen Beat,Sandy Nelson,62,4,16
1959-12-21,93,Swingin' On A Rainbow,Frankie Avalon,-,93,1
1959-12-21,94,Let's Try Again,Clyde McPhatter,-,94,1
1959-12-21,95,Joey's Song,Bill Haley And His Comets,73,46,12
1959-12-21,96,This Time Of The Year,Brook Benton,-,96,1
1959-12-21,97,Candy Apple Red,Bonnie Guitar,97,97,2
1959-12-21,98,If I Had A Girl,Rod Lauren,-,98,1
1959-12-21,99,Sweet Nothin's,Brenda Lee,-,99,1
1959-12-21,100,Teen Angel,Mark Dinning,-,100,1
1959-12-28,1,Why,Frankie Avalon,2,1,6
1959-12-28,2,El Paso,Marty Robbins,3,2,8
1959-12-28,3,The Big Hurt,Miss Toni Fisher,4,3,7
1959-12-28,4,It's Time To Cry,Paul Anka,6,4,6
1959-12-28,5,Way Down Yonder In New Orleans,Freddie Cannon,5,5,6
1959-12-28,6,Heartaches By The Number,Guy Mitchell,1,1,13
1959-12-28,7,Among My Souvenirs,Connie Francis,9,7,6
1959-12-28,8,Mack The Knife,Bobby Darin,7,1,19
1959-12-28,9,Hound Dog Man,Fabian,10,9,7
1959-12-28,10,Pretty Blue Eyes,Steve Lawrence,19,10,6
1959-12-28,11,Running Bear,Johnny Preston,24,11,11
1959-12-28,12,We Got Love,Bobby Rydell,8,6,12
1959-12-28,13,Scarlet Ribbons (For Her Hair),The Browns,14,13,9
1959-12-28,14,Uh! Oh! Part 2,The Nutty Squirrels,18,14,8
1959-12-28,15,The Little Drummer Boy,The Harry Simeone Chorale,47,13,12
1959-12-28,16,Sandy,Larry Hall,29,16,6
1959-12-28,17,So Many Ways,Brook Benton,15,6,11
1959-12-28,18,In The Mood,Ernie Fields & Orch.,11,4,15
1959-12-28,19,"Go, Jimmy, Go",Jimmy Clanton,35,19,4
1959-12-28,20,This Friendly World,Fabian,12,12,6
1959-12-28,21,Don't You Know,Della Reese,13,2,15
1959-12-28,22,Mr. Blue,The Fleetwoods,17,1,17
1959-12-28,23,Smokie - Part 2,Bill Black's Combo,28,23,5
1959-12-28,24,Be My Guest,Fats Domino,21,8,10
1959-12-28,25,Oh! Carol,Neil Sedaka,16,9,12
1959-12-28,26,I Wanna Be Loved,Ricky Nelson,20,20,5
1959-12-28,27,You Got What It Takes,Marv Johnson,25,25,9
1959-12-28,28,The Village Of St. Bernadette,Andy Williams,56,28,3
1959-12-28,29,First Name Initial,Annette With The Afterbeats,32,29,10
1959-12-28,30,Tear Drop,Santo & Johnny,23,23,5
1959-12-28,31,Come Into My Heart,Lloyd Price and His Orchestra,26,20,10
1959-12-28,32,Not One Minute More,Della Reese,52,32,3
1959-12-28,33,Danny Boy,Conway Twitty,27,10,14
1959-12-28,34,The Happy Reindeer,"Dancer, Prancer And Nervous",76,34,4
1959-12-28,35,Marina,Rocco Granata and the International Quintet,31,31,8
1959-12-28,36,Misty,Johnny Mathis,22,12,13
1959-12-28,37,Dance With Me,The Drifters,33,15,12
1959-12-28,38,Just As Much As Ever,Bob Beckham,37,32,20
1959-12-28,39,God Bless America,Connie Francis,36,36,7
1959-12-28,40,Always,Sammy Turner,34,19,9
1959-12-28,41,The Chipmunk Song (Christmas Don't Be Late),David Seville And The Chipmunks,68,41,3
1959-12-28,42,Marina,Willy Alberti,46,42,5
1959-12-28,43,Talk That Talk,Jackie Wilson,44,43,6
1959-12-28,44,Reveille Rock,Johnny And The Hurricanes,30,25,9
1959-12-28,45,Mighty Good,Ricky Nelson,38,38,5
1959-12-28,46,The Clouds,The Spacemen,51,41,11
1959-12-28,47,Believe Me,Royal Teens,40,26,10
1959-12-28,48,Swingin' On A Rainbow,Frankie Avalon,93,48,2
1959-12-28,49,How About That,Dee Clark,61,49,4
1959-12-28,50,Teen Angel,Mark Dinning,100,50,2
1959-12-28,51,What About Us,The Coasters,65,51,4
1959-12-28,52,A Year Ago Tonight,The Crests,57,52,4
1959-12-28,53,(New In) The Ways Of Love,Tommy Edwards,78,53,7
1959-12-28,54,High School U.S.A.,Tommy Facenda,49,28,11
1959-12-28,55,Just Come Home,Hugo & Luigi,73,55,3
1959-12-28,56,"(If You Cry) True Love, True Love",The Drifters,39,33,9
1959-12-28,57,Happy Anniversary,Jane Morgan,86,57,8
1959-12-28,58,He'll Have To Go,Jim Reeves,-,58,1
1959-12-28,59,White Christmas,Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,-,59,3
1959-12-28,60,Primrose Lane,Jerry Wallace With The Jewels,50,8,20
1959-12-28,61,Mary Don't You Weep,Stonewall Jackson,-,61,1
1959-12-28,62,If I Had A Girl,Rod Lauren,98,62,2
1959-12-28,63,The Little Drummer Boy,Johnny Cash,91,63,2
1959-12-28,64,I'm Movin' On,Ray Charles and his Orchestra,55,40,8
1959-12-28,65,Uh! Oh! Part 1,The Nutty Squirrels,45,45,4
1959-12-28,66,(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls,41,9,16
1959-12-28,67,No Love Have I,Webb Pierce,-,67,1
1959-12-28,68,Deck Of Cards,Wink Martindale,48,7,16
